id,context
534,"I have been known to fall asleep during films, but this is usually due to a combination of things including, really tired, being warm and comfortable on the sette and having just eaten a lot. However on this occasion I fell asleep because the film was rubbish. The plot development was constant."
535,...let me count the ways. 1. A title-only 'remake' that pulls out every cliché in the slasher handbook.
536,"Prom Night is shot with the artistic eye someone gives while finely crafting a Lifetime original film. You know the one. This October, Lifetime takes a break from the courageous tale of a woman surviving (insert disease name here) to tell the somewhat creepy tale of a woman pursued by a stalker ex-boyfriend."
537,"Poor acting, no script, no plot, no convincing killer, no suspense, no original setups, it uses the same closet/under the bed/person-behind-you-in-the-mirror tactics over and over again making it repetitive and boring, and NOT in a foreshadowing way either, and the fact that NOBODY ever ""really"" gets killed (at least not on screen) , which in turn zaps any suspense it may invoke right out of it and makes everyone feel eve MORE cheated for spending money on their admission ticket....its a horror film w/o any horror LMAO. The MOST you see is what looks like someone having taken a ketchup bottle and spraying it across a plastic sheet. You have to be a teen who was sitting there screaming in the theater and scaring yourself to have enjoyed this, or you were high/drunk at the time."
538,"Prom Night is about a girl named Donna (Brittany Snow) who is being chased by a psycho killer trying to kill her at her prom night. And by doing so killing her family, friends, and her enemies. Now before I begin let me say have you been tired of PG-13 horror movies that haven't been scary lately."
539,"I am the guy who usually keeps opinions to himself, but I just got back from this movie, and felt I had to express my opinions. Let me start by saying that I am a HUGE horror fan. But what makes a horror movie?"
540,"So, Prom Night was supposed to be a horror and thriller movie. I'm a big wuss and was scared to see this movie at the beginning, but upon seeing it, it is neither horror or thriller. I was basically making fun of the movie in my seat because it was so predictable."
541,"When I first saw the trailer for Prom Night, I have to admit, the trailer looked good and like this would be a fun horror movie. So my friend and I saw Prom Night last night and I have to say I must be growing up because this was such a ridicules film, not to mention I am so sick and tired of the typical horror slasher movies with the loud noises as an excuse to scare people. There was no tension, the characters, how was I supposed to care about them?"
542,"I saw this trailer and thought to myself my god is this movie for real, who would want to see this movie and at the same time i thought that, my girl friend turned to me and said ""we have to go see this movie""...enough said so i saw this about 5 minutes go and I tried to put on a brave face and enjoy the cheap scares but there weren't even any of those. It has to be one of the worst movies I have ever seen the director has no influence no perspective the same shots were used again and again he did not build up suspense the cast probably were simply told scream cry run fall. I would love to see the script as the first 40 mins was mostly annoying girly giggles and bad music, there was absolutely no character development."
543,"In Bridgeport, the deranged high school teacher Richard Fenton (Johnathon Schaech) is obsessed by the teenager student Donna Keppel (Brittany Snow); she witnesses him murder her family to stay with her, but Richard is arrested and sent to prison for life. Three years later, the traumatized Donna is feeling better but is still under psychological treatment and taking pills. On her prom night, she goes with her boyfriend Bobby (Scott Porter) and two couples of friends to the Pacific Grad Hotel for the party."
544,"I'm not particularly fond of remakes, or to steal the modern jargon ""retellings"", but this film truly peeved me off. The original Prom Night, while not in my humble estimation a masterpiece, still realized what it was... horror. There are some simple things to remember when making a horror film."
545,Imagine the scenario - you are at the movie theater only because you are in Washington for the weekend and it's raining and you're finished with the Museums. You think you might go see the Sarah Marshall movie as the trailer look so so and you don't have to engage your brain. It's sold out.
546,"and rent a GOOD horror movie. It's like the writer had never seen a horror movie before and didn't realize every single thing he wrote was clichéd and hackneyed and has been parodied to perfection in movies like ""Scream"" and ""Scary Movie"". In between the scary bits is the most BANAL and BORING dialog ever written."
547,"Okay. So I just got back. Before I start my review, let me tell you one thing: I wanted to like this movie."
548,"Good grief I can't even begin to describe how poor this film is. Don't get me wrong, I wasn't expecting much to begin with. Let's face it, a PG-13 slasher flick is pre-destined to be missing the ummm... slashing, so no one should be surprised by the lack of gore."
549,This movie is a good example of the extreme lack of good writers and directors in Hollywood. The fact that people were paid to make this piece of junk shows that there is a lack of original ideas and talent in the entertainment business. The idea that audiences paid to see this movie (and like an idiot I rented the film) is discouraging also.
550,"I wish I could give this movie a zero out of ten. Before going to this movie the day after it came out, I came on IMDb to check out the comments. A comment called the movie predictable and cheesy with terrible dialog."
551,"PROM NIGHT (2008) directed by: Nelson McCormick starring: Brittany Snow, Scott Porter, Jessica Stroup, and Dana Davis plot: Three years ago, Donna (Brittany Snow) witnessed the death of her entire family at the hands of her teacher (Jonathan Schaech) who has a bit of a crush on her. Now, she is preparing for her senior prom with her stupid annoying friends. Once there, they start dying one by one because the killer escaped from prison and no one bothered to warn Donna because apparently her prom is too important to interrupt."
552,"Note: I couldn't force myself to actually write up a constructive review of Prom Night. It just can't be done. Instead, I went through what I thought about while watching the movie."
553,"I went into this with my hopes up, by twenty minutes into the movie I couldn't have been more let down. Despite thinking that this would be another horribly bad remake, I kept my hopes high that maybe...just maybe someone would get it right this time around. Sadly, Prom Night is about on the same quality level as the recent April Fools Day remake, bad script, bad direction, cheesy overdone acting and generally bad horror."
554,"""Prom Night"" is a title-only remake of the 1980 slasher flick that starred Jamie Lee Curtis and Leslie Nielsen. This movie takes place in an Oregon town, where Donna (Brittany Snow) is about to go to her senior prom and let herself have some fun after going through some extremely traumatic events in the past few years. She and her friends arrive at the prom, which is taking place in a grand hotel, and try and enjoy what is supposed to be the most fun night of their lives."
555,"If I could give this film a real rating, it would likely be in the minus numbers. While I respect the fact that somebody has to keep making these terrible ""horror"" films, seriously, people, buying a ticket for this film is a waste of money you could be spending on something far more worth your time. Despite it being a horror film, there is nothing scary about it, unless the idea of seeing how many horror cliché's you can fit in one movie scares you."
556,"I think it was an overrated PG-13 crap! At least BRITTANY SNOW's performance was good and some others like IDRIS ELBA were good too, but some others teens in the prom like the leads friends were not that convincing. The killer was so dumb and looked so stupid too."
557,"I saw this movie a few days ago and gamely jumped during the scary parts. I must admit, I found it pretty decent...until I started to THINK about what the characters were saying. Logical problems: 1."
558,"Why Hollywood feels the need to remake movies that were so brilliant their prime (The Texas Chainsaw Massacre, The Hills Have Eyes) but is it considerably worse why Hollywood feels the need to remake those horror films that weren't brilliant to start with (Prom Night, The Amityville Horror) Much like their originals these remakes fail in creating atmosphere, character or any genuine scares at all. Prom night is so flat and uninteresting its hard to watch, but for all the wrong reasons. It's a poorly acted, massively uninteresting and ultimately dull excursion that fails at everything its designed to do."
559,OK this movie was made for one reason and one reason only TO MAKE MONEY! !The producers obviously didn't care about killing a classic horror movie. I knew this movie would suck as soon as it was going to be a pg-13 how many pg-13 slashers movies have turned out to be good?
560,The night of the prom: the most important night to any shallow girl composed almost entirely of plastic. And so the characters kept reminding us every ten minutes when some head-peckingly miniscule event occurred in their miniscule lives. There really is no excuse for Prom Night.
561,The acting was horrendous as well as the screenplay. It was poorly put together and made you almost want to laugh at the several terribly acted out murder scenes. The ending was even worse.
562,"i saw this film by accident and this movie was an accident...well it must of been. blonde women being stalked,the villain appearing then disappearing getting from one place to another in minute's then disappearing and reappearing,hiding.he was'nt even a super hero so i don't know how he did it.he could'nt frighten a cat and that's not hard to do. the old ""mirror in the bathroom""is just not scary anymore in fact it stopped being scary years ago."
563,"When I first saw the preview for this movie, I really couldn't wait to see it. The plot seemed good and the setting was great. I mean, a slasher movie that takes place on prom night, great idea!!"
564,"We have all been asking ourselves ""why don't they remake the slasher films that were only OK instead of remaking the ones that were great already, that way they can only make it better?"" well with Prom Night they have remade the average but trashy fun 80s Jamie Lee Curtis film and made it even WORSE. Its a paint by numbers slasher film which is clearly trying to attract the young teens (hence no violence etc), the knife in this slasher flick is blunt.The director spends so much time focusing on trying to make the rather attractive killer look somewhat creepy that anything else goes out of the window.The cast who include Britney Snow (who was superb in Hairspray) try their hardest but the material gives them nothing to do but pout and look scared.More annoying is how the death scenes are handled (we will hear the attack but wont see it)."
565,I'm a big fan of the TV series Largo Winch. This movie was pain for me. I had to use fast forward not to fell to sleep.
566,"First of all, if you'r a fan of the comic, well, you'll be VERY disappointed I'm sure ! Low budget movie ! !!"
567,"In my knowledge, Largo winch was a famous Belgium comics (never read) telling the adventures of a playboy, a sort of James Bond without the spy life! So, when I had to choose a movie for a 5 years-old kid, I picked it up because the kid was already a great fan of James Bond! But, just after the opening credits, I got heavy doubts: when American movies offer amazing start, here, no action and a torrid sex scene  Then, the story get very complicated with financial moves I thought I lost the kid."
568,"Chilly, alienating adaptation of Rebecca West's book about an Army Captain returning from duty in WWII with his memory impaired (now there's an original idea!). It seems he remembers old flame Glenda Jackson but not current wife Julie Christie, which should be enough to set off some emotional sparks. This extremely well-cast soaper brings together leading man Alan Bates with director Alan Bridges and co-stars Jackson, Christie, Ann-Margret, and Ian Holm, but the burners are all on low."
569,"but ""Cinderella"" gets my vote, not only for the worst of Disney's princess movies, but for the worst movie the company made during Walt's lifetime. The music is genuinely pretty, and the story deserves to be called ""classic."" What fails in this movie are the characters, particularly the title character, who could only be called ""the heroine"" in the loosest sense of the term."
570,"Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate... After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening. I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie."
571,"When I bought this DVD I though: ""It seems to be a nice light comedy about love and relationships made up in Portuguese standards let's give it a chance"" I was TOTALLY WRONG! What a disappointing movie! First, it's not a comedy; it's a cheap drama which can be so melodramatic that it's even worse than many Portuguese soap operas!"
572,"(I'll indicate in this review the point where spoilers begin.) My dissatisfaction is split: 30% tone-deafness, 70% lackluster writing. The 30%: I agree with the first commenter's synopsis about the lack of diversity in the characters and scope of the stories."
573,"Having loved 'Paris, Je T'aime', I highly anticipated this film and I admit I went in with high expectations, but was sorely disappointed for a number of reasons. Although, I was not expecting a re-make of 'Paris' in New York I was expecting the same structure. What I liked about 'Paris' was the breakup of the neighborhoods."
574,"I saw this regurgitated pile of vignettes tonight at a preview screening and I was straight up blown away by how bad it was. First off, the film practically flaunted its gaping blind spots. There are no black or gay New Yorkers in love?"
575,"I've never been to Paris, but after seeing ""Paris, Je t'aime"" I'm crazy to visit this city! I've been to NY several times and I LOVE the city and its boroughs. I kinda expected to be touched by this film, to feel like jumping into a plane and fly there right away, but, lo and behold, I regret the time and money I spent with it."
576,"This was a movie i could not wait to see! So i finally got it and I was pretty disappointed. For starters,the movie has so little said about New York,just a bunch of confusing shots of buildings,streets,bridges and cafes.It really doesn't stay focused on the New York magic.Another thing that changed my mind was the french movie set inside this movie.I know that it is a remake,but it is not a french style remake!"
577,"Following the success of ""Paris, Je T'Aime"", a group of directors decided to get together and make a similar anthology style film based in New York. Unlike the original film, the stories in this film seem to sometimes come and go too quickly--by the time you think are getting into a story, it's over in too many cases. And, the often start up and stop and then begin again--with the stories woven together."
578,"A few years back the same persons who created Paris,J'TAIME., which was imperfect but very enjoyable ( my rating was a 7), created this piece of garbage about New York City. In Paris, I Love You (J'taime)created a feeling for Paris & it was made in many parts of beautiful Paris. In this current film, I did not recognize New York City, I did not feel that I was in the city of my birth."
579,"An anthology is always risky business and I think this endeavor should be praised. There's a lot of talent involved here. A great many talented actors, directors and writers."
580,"New York, I Love You, or rather should-be-titled Manhattan, I Love Looking At Your People In Sometimes Love, is a precise example of the difference between telling a story and telling a situation. Case in point, look at two of the segments in the film, one where Ethan Hawke lights a cigarette for a woman on a street and proceeds to chat her up with obnoxious sexy-talk, and another with Orlando Bloom trying to score a movie with an incredulous demand from his director to read two Dostoyevsky books. While the latter isn't a great story by any stretch, it's at least something that has a beginning, middle and end, as the composer tries to score, gets Dostoyevky dumped in his lap, and in the end gets some help (and maybe something more) from a girl he's been talking to as a liaison between him and the director."
581,"The problems with this film are many, but I will try to mention the most glaring and bothersome ones. First of all, while the theme suggests a number of vignettes about Manhattan life, the reality was that everything, as usual in movies and TV, was about something bizarre, usually of a sexual nature. The story lines were thin or nonexistent, and virtually every scene, camera shot, line of dialog, and expressed emotion was absolutely, and totally fake."
582,"There is a reason this went straight to video- the story is smarmy, Nick Cage plays Johnny in a sleazy way- sex in churches, and other scenes that border on tasteless(like the scene in the laundry room) taint this movie. Judge Reinhold as the cuckold is okay- but the movie itself with its themes of degradation and revenge are not well done. But it is a good film for trivia contests- because so few people saw it."
583,"Thanks to some infamous home video distributor who brought in the so called German Independent Series, Four For Venice is not only awful, but really awful. So awful, that i have it dumped at the second hand goods store for extra cash. Nick and Charlotte is a married couple who reached an agreement of having sex only on Tuesday due to their hectic schedule of their profession."
584,"Garson Kanin wrote and directed this look at ""modern day"" Las Vegas and the gap between generations, his first directorial effort since the 1940s! David Janssen is somewhat miscast as a big-shot casino owner who reunites with his son (Robert Drivas, who looks disconcertingly like an older Jason Bateman). Janssen approaches every scene the same way: defensively, with a chip on his shoulder."
585,"Casting bone to pick: David Jannsen was 38 playing the father of Robert Drivas, who was then, 31 (yeah, I realize he's supposed to be just out of college, but clues in the script have him being a loafer and so he's probably 24-25 in the script--- that still puts Jannsen in parenting classes in Junior High). I assume the AMA wrote medical miracle up in their 1938 Year in Medicine. This movie hasn't aged very well at all and now it's main appeal is just to see a snap shot of Sin City, circa 1969 and all the incessant smoking, the weird hair (Drivas has an atomic comb over that makes him resemble a well-groomed hip Cousin It) and trendy fashions that went along with it."
586,"I can only believe that Garson Kanin must have been two people. The one who wrote the brilliant ""A Double Life"" and the funny ""Born Yesterday"" and co-wrote such excellent screenplays as ""Adam's Rib"" and ""Pat And Mike"" with his wife Ruth Gordon and then the one who wrote and/or directed such tiresome, sad drivel as ""Bachelor Mother"", ""Some Kind Of A Nut"", and this. The cast tries, but the script is so tired and clichéd that even the efforts of the always wonderful Brenda Vaccaro are defeated."
587,"I was thrilled to watch this movie expecting it to be the sequel to the cult classic ""Private Lessons"" which portrays the dream of any male teenager. ""Private Lessons II"" has NOTHING to do with the title I mention. It's just a regular soft-core Cinemax flick that won't make a change in your life."
588,"Up until the last 20 minutes, I was thinking that this is possibly Jackie Chan's worst movie (excluding his pre-1978 work, which I am not familiar with). The final fight sequence changed all that: it is long and good and intense - indeed, one of the highlights of Chan's career. But to get to it, you have to sit through a lot of ""comedy"" that might amuse five-year-olds (oh, look!"
589,"When I sat down to watch this film I actually expected quite a bit, as the plot takes on quite complex issues. Using football as launching pad for the complication also was an interesting approach. Still unfortunately, despite its bravery of dealing with controversial issues as culture clashes between Muslim and western culture, adding generation conflicts and prejudice towards gays/lesbians, it lets you down towards the resolution with a rather simplistic relief to all the suspense built up throughout the film."
590,"Long, boring, blasphemous. Never have I been so glad to see ending credits roll."
591,"An executive, very successful in his professional life but very unable in his familiar life, meets a boy with down syndrome, escaped from a residence . Both characters feel very alone, and the apparently less intelligent one will show to the executive the beauty of the small things in life... With this argument, the somehow Amelie-like atmosphere and the sentimental music, I didn't expect but a moralistic disgusting movie. Anyway, as there were some interesting scenes (the boy is sometimes quite a violent guy), and the interpretation of both actors, Daniel Auteil and Pasqal Duquenne, was very good, I decided to go on watching the movie."
592,"First of all, I was expecting ""Caged Heat"" to be along the same lines as ""Ilsa, The Wicked Warden"". Boy, was I wrong! In no way is this film 70s exploitation, ""chix in chains"", or ""women in prison""."
593,"Nicholas Walker is Paul, the local town Reverand who's married to Martha (Ally Sheedy), but also is a habitual womanizer and decides to fake his own death to run away with his current affair, Veronica (Dara Tomanovich). However in so doing, he gets a bout of amnesia (hence the name of the film). Sally Kirkland is also on hand as a crazy old coot who pines for the good Reverand in a shades of ""Misery"" type of way."
594,"Towards the end of this thriller Ally Sheedy's gaunt latter-day image is used creatively to make up more than one hauntingly evil image. She convinces one that, if a nasty Bette Davis-type role were to come her way, she could carry it off brilliantly. Unfortunately, I can't find many other reasons for seeing this."
595,"Where to start... If this movie had been a dark comedy, I would say it was FANNN-TASTIC! Unfortunately for me, and anyone else with free time and a buck to spare (mind you that was the price I paid, got it from Wal-Mart), this movie was meant to be a thriller."
596,"Instead, go to the zoo, buy some peanuts and feed 'em to the monkeys. Monkeys are funny. People with amnesia who don't say much, just sit there with vacant eyes are not all that funny."
597,"I had quite high hopes for this film, even though it got a bad review in the paper. I was extremely tolerant, and sat through the entire film. I felt quite sick by the end."
598,"""Plan B"" is strictly by-the-numbers fare except for one thing. I surprisingly found it to be rather insulting. Jon Cryer is the ""star"" of this film and plays his usual, smarmy, egotistical, snotty character that was actually endearing in ""Pretty In Pink"" and has NOT been amusing ever since."
599,"I had the misfortune to sit through the full 102 minutes of what, in my opinion, is this shockingly bad film. It fails on pretty much all levels; the cast is awful, the acting - ham at best and the plot lacks any depth, leaving me feeling violently apathetic as to the outcome of any of the convoluted story lines. Plan B has none of the charm this genre has the scope to convey and I found myself physically cringing at the various points where the script makes its regular misjudged meanderings anywhere towards the region of comedy."
600,"Even though there's a repertoire of over 180 films to choose from, this 'Succubus' is often named as THE best Jess Franco film. Heck, even the legendary filmmaker Fritz Lang counts 'Succubus' among his personal favorites. So, maybe it's me but I thought this was a dreadfully boring and overly confusing movie."
601,"I've come to realise from watching Euro horror, especially films made by cult luminary Jess Franco, that you can't expect a plot that makes much sense. However, Franco has gone overboard with this film; and despite a surreal atmosphere, and the film's reputation as one of the director's best - Succubus is unfortunately is a truly awful film. I've got to admit that I saw the American cut version, which runs at about 76 minutes; but unless it was just the logic that was cut, I'm sure the longer European version is just as boring."
602,"'Succubus', the edited version of 'Necronomicon Geträumte Sünden', is a struggle to sit through, even at a lean 76 minutes; any more of this dreadfully boring and pretentious Euro horror tripe and I may have slipped into a coma. Jess Franco once again delivers a truly awful piece of 60s trash that appears to have been made by a cast and crew out of of their heads on Class A hallucinogenics, since not one second of this mess made any sense whatsoever. Apparently, this is one of the better of his 180+ films  it's hard to believe that there are worse efforts out there."
603,"A disappointing film. The story established our protagonist as Chrissy, a 'young', rather sullen individual drifting, not doing much. Actually she does very little to move the narrative along so it didn't surprise me to see the focus shifting on her relatives."
604,"Kubrick meets King. It sounded so promising back in the spring of 1980, I remember. Then the movie came out, and the Kubrick cultists have been bickering with the King cultists ever since."
605,"I caught this stink bomb of a movie recently on a cable channel, and was reminded of how terrible I thought it was in 1980 when first released. Many reviewers out there aren't old enough to remember the enormous hype that surrounded this movie and the struggle between Stanley Kubrick and Steven King. The enormously popular novel had legions of fans eager to see a supposed ""master"" director put this multi-layered supernatural story on the screen."
606,"I hate this movie! It was NOTHING like the book, and just thinking about it makes me mad. If you watch the movie before reading the book, then yeah, it's a good movie."
607,"Many King fans hate this because it departed from the book, but film is a different medium and books should change when they make the jump. That notwithstanding, the movie does fail completely, but it fails entirely on film terms. I'd like to smack the people who tell me it's the scariest movie ever made."
608,These writings write about the end of the plot so don't read it if you haven't seen this rubbish. I found this rubbish film in the horror section which made me think it would be a horror. If I owned a video store I'd put it in the BORING section.
609,Not the best of the films to be watched nowadays. I read a lot of reviews about Shining and was expecting it to be very good. But this movie disappointed me.
610,"Ladies and Gentlemen,please don't get fooled by ""A Stanley Kubrick"" film tag.This is a very bad film which unfortunately has been hailed as one of the deadliest horror films ever made.Horror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror film.In Shining,there is no real horror at all but what we find instead is just a naive,foolish attempt made to create chilling horror.Everyone knows as to how good the attempts are if they are different from reality.All that is good in the film is the view of the icy valley. The hotel where most of the actors were lodged appears good too.A word about the actors Jack Nicholson looks like a lost,lazy soul who is never really sure of what he is supposed to do.There is not much to be said of a bald,colored actor who for the most of times is busy pampering a kid actor.No need to blame the bad weather for the tragedy.It cannot be avoided as the film has been made and poor Kubrick is not alive to make any changes."
611,"Ok, honestly I dont see why everybody thinks this is so great. Its really not. There were two good things that came out of this movie 1."
612,"I am going to keep this short.This ""adaption"" of the wonderful King book is a bad joke and nothing more.Of course there are many Kubrick and Nickolson fans in this site and,as a result,this movie has mysteriously find its way in the top-250. Jack Nicholson is laughable as Torrance and so is Shelley Duvall.The story,that has nothing to do with the book,is an incoherent mess and the characters of Jack and Wendy Torrance are complete jokes. My advice to anyone that hasn't read the book and wants to understand the characters of this story:stick to the TV series .... Oh ,and the people who are saying that Kubrick had every right to destroy the King story cause King is...not a good writer should stick to reviewing ""masterpieces"" like ""eyes wide shut""."
613,"After just finishing the book the same day I watched the movie, I knew what was supposed to happen. I had high expectations of the movie, because of the rating. The only reason I give this movie a 2 out of 10 stars is that it was alright trying to be a movie."
614,"This has got to be the most stupid film I have ever seen (spoilers ahead)! First of all, the plot is stupid. The little kid is weird and they move to a hotel because his father is the caretaker of it."
615,"One Star. That's all this documentary deserves. I haven't felt this disappointed in watching a movie, let alone a documentary, in quite some time."
616,"OK, If you're looking for another Bastketball Diaries, this is completely the wrong film. I revolves around two brothers. Max, the younger, has a major cocaine addiction."
617,The movie is about two brothers that are supposed to be alike - but are not in any way expect for being smart - one is a surgeon and they other is able to write a computer code. Geniuses as they like to call themselves which sounds very exaggerated if you compare it to personal characteristics can you perceive from the material of the title. I honestly didn't like the style of the movie.
618,"This has to be, by far, the absolute worst movie I have seen in the last 20 years. When I saw that Michael Madsen was in it I figured it couldn't be too bad a movie since he has been in some pretty decent films, and he was a pretty fair actor. WRONG!"
619,"It is a pity that you cannot vote zero stars on IMDb, because I would not have hesitated! In fact I would go so far as to say that this film was in the negative stars. I, like many others, bought this film thinking that because it has Michael Madsen in it, it could be good... No chance!"
620,This has to be the worst movie I have seen. Madsen fans don't be drawn into this like I was. He is only in it for a maximum of five minutes.
621,"A BDSM ""sub-culture"" of Los Angeles serves as backdrop for this low budget and shabbily constructed mess, plainly a vanity piece for its top-billed player, Celia Xavier, who also produces and scripts while performing a dual role as twin sisters Vanessa and Celia. A question soon develops as to whether or not some rather immoderate camera, lighting and editing pyrotechnics can ever reach a point of connection to a weak and often incoherent narrative that will not be taken seriously by a sensate viewer. Celia is employed as a highly motivated probation officer for the County of Los Angeles, while her evil natured twin has become an iconic figure within her fetishistic world largely because of erotic performances upon CD-ROMS, but when disaster befalls ""Mistress Vanessa"", virtuous Celia, determined to unearth her sister's vicious attacker, begins a new job as a ""sex slave"" at the private Castle Club where the specialty of the house is a ""dungeon party""."
622,"This is not Michael Madsen's fault, he was hardly in it. This movie was just awful. If you want to laugh and be bored, go ahead and watch this movie."
623,"I just watched this film 15 minutes ago, and I still have no idea what I just watched. Mainly I think it's a film about an internet S&M ""star"" of CD Roms that are about as realistic as flash cartoons online. She's murdered by someone, which causes her sister and a crack team of 2 FBI agents to investigate the death."
624,"I agree totally with the last commenter this could be the worst movie ever made .I too had to fast forward through most of this movie. Michael Madsen must have done this movie as a favor to someone.The picture quality is grainy all the way through .And what little plot there is,is just plain stupid .I give this movie a 1 out of 10 if I could give it a lower score I would .Don't waste your time on this movie or you'll regret it."
625,The only redeeming part of this movie was the price I paid. At least all I lost was $3.00 and the time elapsed sitting through this bomb. The crew member who was in charge of continuity missed the boat.
626,"[CONTAINS SPOILERS!!!] Timon and Pumbaa are watching The Lion King. Timon decides to go back BEFORE the beginning, to when the story really began."
627,"I saw and liked the first two a lot, really. Especially because the second is not just a try to make another one as good as the first. And it's a story standing alone."
628,"A dedicated fan to the TLK movies, with the first one being a milestone and the second probably the best sequel Disney has produced, along comes this film... Now I'm not arguing with animation, voice work, music, but this is no more than a Timon/Pumbaa screwloose in the TLK atmosphere. Although it isn't bad, it doesn't add anything. Basically this movie is one big joke... and that's about all that saves it."
629,Having watched both the Lion King and Lion King II and enjoyed both thoroughly. I thought Lion King 1.5 might be worth watching. What a disappointment !
630,"I found this to be an utter waste of time, effort and money. I know Disney always displays lack of creativity when making ""straight-to-video"" films - but rehashing the plot of the original film with a ""new perspective"" is an all-time low...soon they'll just be re-releasing the original films with new animation and new songs and be calling it a ""new version of the movie we all love."" Nathan Lane surprisingly returns to his role of Timon yet again."
631,There really wasn't much of a story in this film. It loosely based itself off the events in the first Lion King movie. It is supposed to be how Timon and Pumbaa met via their aloneness.
632,"I give this film it's props that it is very well made and reasonably well acted. BUt I couldn't get past the implausibility of the whole thing. First and foremost, a game built around the notion of ""Russian Roulette"" that has to fill on hour."
633,"Live! Yes, but not kicking. True story: Some time ago, a Dutch TV station made an announcement that they were going to air a new reality show."
634,I really don't understand all these positive user reviews. This movie is the worst movie I've ever seen and I'm not trying to be pessimistic. Eva Mendez is hot but terrible in this film.
635,"I heard about this film and knew it wasn't real good. But I started watching the film (on my film-channel)and was interested. This could be a really great, darkly black satire on todays morals in media."
636,"Let's see. In the ""St. Elsewhere"" finale we found out that there was no hospital and that every thing had been in the mind of an autistic child."
637,"Blazing saddles! It's a fight between two estranged brothers (Dennis Quaid and Arliss Howard), both of whom can ignite fires mentally; they square off over childhood differences, with dippy love-interest Debra Winger caught in the middle. Director Glenn Gordon Caron (the TV whiz-kid behind ""Moonlighting"") smothers the darkly-textured comedy in Vince Gilligan's screenplay with a presentation so slick, the movie resembles an entry from an over-enthusiastic film student on a fifteen million-dollar grant."
638,"I love these actors, but they were wasted in this flick. I can only wonder, what WERE they thinking agreeing to this crap??? Debra Winger just phoned it in; Dennis Quaid and Arliss Howard were caricatures."
639,I can't believe they got the actors and actresses of that caliber to do this movie. That's all I've got to say - the movie speaks for itself! !
640,"Gene Hackman gets himself busted out of prison by a nameless government agency who want him for an assassination. It's a given of course that Hackman has the proficient skills for the job. Nobody tells him anything though, he's given as the audience is given bits and pieces of information."
641,"First, it takes a full half hour to get Hackman out of jail and to start doing the job. What a waste of time, we all know Hackman is getting out to do some job for his masters, why waste almost a third of the movie on these sequences. Then Hackman stays in a hotel and the story arc again goes nowhere, simply proving to us that Hackman is under close watch and anything he says or does is know by the masters."
642,"There are really two sections of this film. Firstly there's the laughable prologue to the film which is so hysterical and cornball that it would almost feel appropriate that the 'The Simpsons' Troy McClure should be doing the narration. Then the rest of the film begins (starting off with a title song which really doesn't fit in with the rest of the film) which, while technically OK, is killed by a vague, inconsistent and unconvincing plot and not just uninteresting characters, but characters that make no sense."
643,"Stanley Kramer directs an action thriller and leaves out two key things: action and thrills. THE DOMINO PRINCIPLE features Gene Hackman as a convict sprung from prison in order to perform some mysterious task. Richard Widmark, Edward Albert, and Eli Wallach are his operatives --- they presumably work for the government, but that, like most of the movie's plot line, is never made clear."
644,"What did producer/director Stanley Kramer see in Adam Kennedy's novel and Kennedy's very puzzling screenplay? Were there a few pieces left out on purpose? And what about Gene Hackman, Richard Widmark, Edward Albert, Eli Wallach and Mickey Rooney?"
645,"""The Domino Principle"" is, without question, one of the worst thrillers ever made. Hardly any sense can be made of the convoluted plot and by the halfway point you'll want to throw your arms up in frustration and scream ""I give up!!!"" How Gene Hackman and director Stanley Kramer ever got involved in this mess must only be summed up by their paychecks."
646,"This film is notable for three reasons. First, apparently capitalizing on the success of the two 'Superman' serials, this low budget feature was made and released to theaters, marking George Reeves' and Phyllis Coates' initial appearances as Clark Kent / Superman and Lois Lane. Part of the opening is re-used in the series."
647,"""You're not going to shoot those little creatures. In the first place, they haven't done you any harm. In the second place, they may be radioactive."""
648,"Back in the 1970s, WPIX ran ""The Adventures of Superman"" every weekday afternoon for quite a few years. Every once in a while, we'd get a treat when they would preempt neighboring shows to air ""Superman and the Mole Men."" I always looked forward to those days."
649,"I just got the UK 4-disc special edition of Superman 1 for about $5. The additional stuff includes the 1951 feature Superman and the Mole-Men. So I slapped it into the DVD player last night, and here are my findings."
650,This movie was just plain bad. Just about every cop movie cliché is present and accounted for. Bad guy gets away?
651,"The Biggest one that bugs the hell out of me is that they say Zues takes DUTCH commands. But she is speaking German to him. The 2 languishes are completely different, its like saying ""well he takes French commands"" and start talking Spanish."
652,"I am very disappointed with ""K-911."" The original ""good"" quality of ""K-9"" doesn't exist any more. This is more like a sitcom!"
653,The original was a good movie. I bought it on tape and have watched it several times. And though I know that sequels are not usually as good as the original I certainly wasn't expecting such a bomb.
654,"If you are one of the people who finds ""According to Jim"" great television comedy, this is going to rock your world. And might I add, kudos for proving that good talent, good writing and a charismatic star are all you really need on any network other than ABC, which prefers to air crap like Jim Belushi's show year after year. ""K-911"" is a big, steaming, brown, German shepherd-sized ""thank you"" for all of the geniuses who loved the first movie."
